sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
233195,https://sofifa.com/player/233195/xaver-schlager/220002,X. Schlager,Xaver Schlager,"CDM, CM",80,84,27500000,53000,23,1997-09-28,174,76,175,VfL Wolfsburg,German 1. Bundesliga,1,RDM,24,,2019-07-01,2023,4,Austria,1322,SUB,23,Left,3,3,2,High/High,Stocky (170-185),No,48800000,,"Dives Into Tackles (AI), Long Shot Taker (AI)",69,70,73,77,73,81,59,66,44,79,60,76,70,60,77,77,74,64,78,81,77,78,63,85,80,76,85,83,75,78,56,74,75,74,69,6,8,8,12,7,,71+2,71+2,71+2,73,75,75,75,73,76+2,76+2,76+2,74+2,78+2,78+2,78+2,74+2,75+2,79+2,79+2,79+2,75+2,73+2,73+2,73+2,73+2,73+2,16+2,https://cdn.sofifa.net/players/233/195/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1322/60.png,https://cdn.sofifa.net/flags/at.png
233306,https://sofifa.com/player/233306/dean-henderson/220002,D. Henderson,Dean Henderson,GK,80,87,36000000,70000,24,1997-03-12,188,85,11,Manchester United,English Premier League,1,SUB,26,,2015-08-25,2025,14,England,1318,SUB,13,Right,3,1,2,Medium/Medium,Normal (185+),Yes,73800000,,"GK Long Throw, Rushes Out Of Goal, Comes For Crosses, Saves with Feet",,,,,,,14,9,13,37,5,13,13,10,45,32,51,48,61,79,56,59,63,34,60,6,20,11,8,48,16,56,15,14,14,80,79,78,76,83,50,30+2,30+2,30+2,30,31,31,31,30,33+2,33+2,33+2,32+2,34+2,34+2,34+2,32+2,28+2,31+2,31+2,31+2,28+2,28+2,26+2,26+2,26+2,28+2,79+2,https://cdn.sofifa.net/players/233/306/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
236401,https://sofifa.com/player/236401/noussair-mazraoui/220002,N. Mazraoui,Noussair Mazraoui,RB,80,85,29500000,17000,23,1997-11-14,183,62,245,Ajax,Holland Eredivisie,1,RB,12,,2016-11-01,2022,129,Morocco,,,,Right,3,3,2,High/Low,Lean (170-185),Yes,43500000,,"Injury Prone, Flair, Technical Dribbler (AI)",82,61,74,81,75,71,74,63,65,81,56,82,67,33,73,81,81,83,86,77,67,67,69,82,66,54,69,78,73,76,37,76,74,75,78,12,7,13,12,12,,72+2,72+2,72+2,77,75,75,75,77,77+2,77+2,77+2,78+2,77+2,77+2,77+2,78+2,78+2,77+2,77+2,77+2,78+2,78+2,74+2,74+2,74+2,78+2,18+2,https://cdn.sofifa.net/players/236/401/22_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/ma.png
236583,https://sofifa.com/player/236583/jiri-pavlenka/220002,J. Pavlenka,Ji?? Pavlenka,GK,80,82,17500000,14000,29,1992-04-14,196,81,38,SV Werder Bremen,German 2. Bundesliga,2,GK,1,,2017-07-01,2022,12,Czech Republic,,,,Right,3,1,2,Medium/Medium,Normal (185+),Yes,29300000,,Saves with Feet,,,,,,,11,16,14,28,19,12,10,14,17,19,35,37,39,80,27,45,36,20,68,17,22,13,14,25,18,39,12,10,14,82,75,60,71,85,36,29+2,29+2,29+2,25,27,27,27,25,26+2,26+2,26+2,24+2,24+2,24+2,24+2,24+2,23+2,24+2,24+2,24+2,23+2,23+2,24+2,24+2,24+2,23+2,78+2,https://cdn.sofifa.net/players/236/583/22_120.png,https://cdn.sofifa.net/teams/38/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/cz.png
236987,https://sofifa.com/player/236987/boubacar-kamara/220002,B. Kamara,Boubacar Bernard Kamara,"CDM, CB",80,86,31000000,30000,21,1999-11-23,184,68,219,Olympique de Marseille,French Ligue 1,1,RDM,4,,2017-07-01,2022,18,France,,,,Right,3,3,2,Medium/High,Lean (170-185),Yes,65100000,,Leadership,74,50,72,73,79,78,64,39,73,79,28,70,59,47,78,78,74,74,66,73,67,66,74,78,76,63,83,83,43,74,63,81,76,81,80,8,12,8,6,11,,62+2,62+2,62+2,66,66,66,66,66,69+2,69+2,69+2,69+2,74+2,74+2,74+2,69+2,76+2,79+2,79+2,79+2,76+2,77+2,78+2,78+2,78+2,77+2,16+2,https://cdn.sofifa.net/players/236/987/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png
237238,https://sofifa.com/player/237238/scott-mctominay/220002,S. McTominay,Scott McTominay,"CDM, CM",80,84,27500000,90000,24,1996-12-08,193,88,11,Manchester United,English Premier League,1,SUB,39,,2013-07-01,2025,42,Scotland,1359,RCM,4,Right,3,3,2,Medium/High,Normal (185+),Yes,52900000,,"Solid Player, Long Shot Taker (AI), Team Player",66,75,75,75,78,84,68,71,78,81,62,78,72,53,78,76,62,69,66,79,60,85,73,84,84,81,88,76,71,75,60,78,76,81,74,9,6,6,10,11,,76+2,76+2,76+2,74,75,75,75,74,76+2,76+2,76+2,75+2,78+2,78+2,78+2,75+2,76+2,79+2,79+2,79+2,76+2,76+2,79+2,79+2,79+2,76+2,17+2,https://cdn.sofifa.net/players/237/238/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1359/60.png,https://cdn.sofifa.net/flags/gb-sct.png
237383,https://sofifa.com/player/237383/alessandro-bastoni/220002,A. Bastoni,Alessandro Bastoni,CB,80,89,44500000,77000,22,1999-04-13,190,75,44,Inter,Italian Serie A,1,LCB,95,,2017-08-31,2024,27,Italy,1343,SUB,23,Left,3,2,1,Medium/High,Lean (185+),No,84600000,,Team Player,65,33,65,69,82,80,67,26,81,72,35,68,43,36,73,72,62,68,58,78,57,49,71,81,81,25,80,83,39,57,47,77,80,84,80,11,5,9,11,12,,56+2,56+2,56+2,60,58,58,58,60,60+2,60+2,60+2,64+2,67+2,67+2,67+2,64+2,76+2,77+2,77+2,77+2,76+2,77+2,80+2,80+2,80+2,77+2,17+2,https://cdn.sofifa.net/players/237/383/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
238794,https://sofifa.com/player/238794/vinicius-jose-de-oliveira-junior/220002,Vin?cius Jr.,Vin?cius Jos? Paix?o de Oliveira J?nior,LW,80,90,46500000,120000,20,2000-07-12,176,73,243,Real Madrid CF,Spain Primera Division,1,SUB,20,,2018-07-12,2025,54,Brazil,,,,Right,4,5,2,High/Medium,Lean (170-185),Yes,104600000,"#Speedster, #Dribbler, #Acrobat","Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",95,70,71,87,29,66,71,69,50,72,70,89,77,62,67,85,95,95,94,75,81,73,75,80,62,68,58,26,76,73,65,75,32,25,18,5,7,7,7,10,,74+2,74+2,74+2,80,79,79,79,80,79+2,79+2,79+2,80+2,71+2,71+2,71+2,80+2,59+2,54+2,54+2,54+2,59+2,54+2,44+2,44+2,44+2,54+2,15+2,https://cdn.sofifa.net/players/238/794/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/br.png
239207,https://sofifa.com/player/239207/maximiliano-gomez/220002,M. G?mez,Maximiliano G?mez Gonz?lez,ST,80,85,32000000,40000,24,1996-08-14,186,84,461,Valencia CF,Spain Primera Division,1,RS,9,,2019-07-14,2024,60,Uruguay,,,,Right,3,3,1,High/Low,Stocky (185+),Yes,69600000,#Strength,Power Header,66,81,68,73,32,82,59,84,87,73,75,72,75,57,64,77,66,66,67,80,57,81,83,79,87,74,74,21,87,70,72,82,35,20,23,7,8,13,12,6,,80+2,80+2,80+2,74,77,77,77,74,75+2,75+2,75+2,73+2,69+2,69+2,69+2,73+2,53+2,54+2,54+2,54+2,53+2,51+2,50+2,50+2,50+2,51+2,16+2,https://cdn.sofifa.net/players/239/207/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/uy.png
240709,https://sofifa.com/player/240709/ridle-baku/220002,R. Baku,Ridle Bote Baku,"RM, RB, CM",80,85,32000000,59000,23,1998-04-08,176,75,175,VfL Wolfsburg,German 1. Bundesliga,1,RM,20,,2020-10-01,2025,21,Germany,,,,Right,4,3,2,High/Medium,Normal (170-185),No,56800000,,"Long Shot Taker (AI), Speed Dribbler (AI)",84,73,73,81,70,78,79,74,49,74,63,83,64,45,69,78,83,85,82,78,87,77,73,91,73,73,74,74,76,75,51,76,74,70,75,12,8,7,10,9,,74+2,74+2,74+2,78,77,77,77,78,77+2,77+2,77+2,79+2,76+2,76+2,76+2,79+2,78+2,75+2,75+2,75+2,78+2,76+2,71+2,71+2,71+2,76+2,17+2,https://cdn.sofifa.net/players/240/709/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
240900,https://sofifa.com/player/240900/unai-nunez-gestoso/220002,Unai N??ez,Unai N??ez Gestoso,CB,80,84,27000000,26000,24,1997-01-30,186,81,448,Athletic Club de Bilbao,Spain Primera Division,1,SUB,3,,2016-07-01,2023,45,Spain,,,,Right,2,2,1,Medium/High,Normal (185+),Yes,58700000,,Dives Into Tackles (AI),72,22,49,50,81,76,29,16,81,79,21,35,27,22,50,70,68,75,35,76,60,39,79,67,79,17,78,81,23,30,31,62,78,83,84,9,9,15,6,11,,49+2,49+2,49+2,47,48,48,48,47,49+2,49+2,49+2,51+2,57+2,57+2,57+2,51+2,69+2,73+2,73+2,73+2,69+2,73+2,80+2,80+2,80+2,73+2,16+2,https://cdn.sofifa.net/players/240/900/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
241084,https://sofifa.com/player/241084/luis-diaz/220002,L. D?az,Luis Fernando D?az Marulanda,LM,80,86,33500000,16000,24,1997-01-13,180,73,236,FC Porto,Portuguese Liga ZON SAGRES,1,LM,7,,2019-07-10,2024,56,Colombia,,,,Right,4,4,1,High/Medium,Lean (170-185),Yes,73700000,#Speedster,"Outside Foot Shot, Technical Dribbler (AI)",92,77,70,82,32,71,75,76,50,71,68,85,72,47,66,79,92,92,86,79,71,82,72,83,66,82,66,21,79,72,44,81,28,36,34,10,13,13,14,14,,76+2,76+2,76+2,80,79,79,79,80,78+2,78+2,78+2,79+2,71+2,71+2,71+2,79+2,61+2,55+2,55+2,55+2,61+2,57+2,47+2,47+2,47+2,57+2,20+2,https://cdn.sofifa.net/players/241/084/22_120.png,https://cdn.sofifa.net/teams/236/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/co.png
241095,https://sofifa.com/player/241095/nikola-vlasic/220002,N. Vla?i?,Nikola Vla?i?,CAM,80,86,33500000,66000,23,1997-10-04,178,79,19,West Ham United,English Premier League,1,SUB,11,,2021-08-31,2026,10,Croatia,,,,Right,5,3,2,High/Medium,Stocky (170-185),Yes,70400000,,"Long Shot Taker (AI), Technical Dribbler (AI)",83,77,78,82,48,71,71,76,65,81,72,85,70,72,77,80,82,83,78,78,88,80,55,80,69,81,68,26,77,82,66,77,54,55,37,6,14,15,9,14,,77+2,77+2,77+2,80,80,80,80,80,80+2,80+2,80+2,80+2,76+2,76+2,76+2,80+2,64+2,64+2,64+2,64+2,64+2,61+2,57+2,57+2,57+2,61+2,18+2,https://cdn.sofifa.net/players/241/095/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/hr.png
243576,https://sofifa.com/player/243576/pedro-antonio-porro-sauceda/220002,Pedro Porro,Pedro Antonio Porro Sauceda,"RWB, RM",80,87,40500000,80000,21,1999-09-13,176,71,237,Sporting CP,Portuguese Liga ZON SAGRES,1,RWB,24,Manchester City,,2022,45,Spain,,,,Right,3,3,1,High/High,Normal (170-185),No,,,Long Shot Taker (AI),80,67,73,79,75,75,80,61,66,75,53,79,65,67,71,82,76,83,78,78,71,81,59,83,73,74,74,76,75,68,46,78,74,78,75,15,7,14,5,7,,73+2,73+2,73+2,76,75,75,75,76,75+2,75+2,75+2,77+2,75+2,75+2,75+2,77+2,78+2,76+2,76+2,76+2,78+2,77+2,74+2,74+2,74+2,77+2,16+2,https://cdn.sofifa.net/players/243/576/22_120.png,https://cdn.sofifa.net/teams/237/60.png,https://cdn.sofifa.net/flags/pt.png,,https://cdn.sofifa.net/flags/es.png
244369,https://sofifa.com/player/244369/viktor-tsygankov/220002,V. Tsygankov,Viktor Tsygankov,RM,80,86,33500000,1000,23,1997-11-15,178,72,101047,Dynamo Kyiv,Ukrainian Premier League,1,RM,15,,2015-01-01,2023,49,Ukraine,1366,SUB,7,Left,4,4,2,High/Medium,Lean (170-185),No,80400000,,"Flair, Playmaker (AI), Technical Dribbler (AI)",85,73,78,80,45,57,77,75,45,80,68,80,72,76,73,81,84,85,82,78,73,70,50,74,49,74,57,39,75,80,73,76,62,36,37,9,7,15,6,12,,72+2,72+2,72+2,79,78,78,78,79,79+2,79+2,79+2,79+2,74+2,74+2,74+2,79+2,65+2,62+2,62+2,62+2,65+2,61+2,51+2,51+2,51+2,61+2,16+2,https://cdn.sofifa.net/players/244/369/22_120.png,https://cdn.sofifa.net/teams/101047/60.png,https://cdn.sofifa.net/flags/ua.png,https://cdn.sofifa.net/teams/1366/60.png,https://cdn.sofifa.net/flags/ua.png
244470,https://sofifa.com/player/244470/vladimir-coufal/220002,V. Coufal,Vladim?r Coufal,"RB, RWB",80,80,19000000,73000,28,1992-08-22,175,76,19,West Ham United,English Premier League,1,RB,5,,2020-10-02,2023,12,Czech Republic,1330,RB,5,Right,3,3,1,High/High,Normal (170-185),Yes,36100000,#Engine,"Long Throw-in, Solid Player, Early Crosser",77,56,73,75,78,81,81,50,70,75,61,73,75,42,73,76,76,77,74,78,84,66,84,86,76,59,86,76,69,69,49,72,78,81,78,13,12,12,6,13,,68+2,68+2,68+2,72,70,70,70,72,71+2,71+2,71+2,74+2,74+2,74+2,74+2,74+2,78+2,77+2,77+2,77+2,78+2,78+2,78+2,78+2,78+2,78+2,18+2,https://cdn.sofifa.net/players/244/470/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1330/60.png,https://cdn.sofifa.net/flags/cz.png
246669,https://sofifa.com/player/246669/bukayo-saka/220002,B. Saka,Bukayo Saka,"RM, LM, LB",80,88,45500000,50000,19,2001-09-05,178,65,1,Arsenal,English Premier League,1,LM,7,,2018-09-14,2025,14,England,1318,SUB,16,Left,3,3,2,High/Medium,Lean (170-185),Yes,95600000,,"Team Player, Technical Dribbler (AI)",84,68,76,82,65,64,79,69,45,79,63,84,76,69,63,80,86,82,83,76,83,68,54,77,58,65,66,68,78,79,64,73,65,69,67,7,8,13,9,13,,71+2,71+2,71+2,79,77,77,77,79,78+2,78+2,78+2,79+2,75+2,75+2,75+2,79+2,75+2,71+2,71+2,71+2,75+2,73+2,66+2,66+2,66+2,73+2,17+2,https://cdn.sofifa.net/players/246/669/22_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
41,https://sofifa.com/player/41/andres-iniesta-lujan/220002,Iniesta,Andr?s Iniesta Luj?n,"CM, CAM",79,79,5500000,10000,37,1984-05-11,171,68,101146,Vissel Kobe,Japanese J. League Division 1,1,CAM,8,,2018-07-16,2024,45,Spain,,,,Right,4,4,4,Medium/Low,Normal (170-),Yes,7200000,#Playmaker?,"Injury Prone, Finesse Shot, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",51,69,84,84,59,57,75,68,54,89,79,84,80,70,83,89,59,44,72,71,76,67,40,51,62,70,58,59,78,90,71,89,68,53,50,6,13,6,13,7,,71+3,71+3,71+3,77,77,77,77,77,81-2,81-2,81-2,77+2,79,79,79,77+2,66+3,70+3,70+3,70+3,66+3,63+3,61+3,61+3,61+3,63+3,16+3,https://cdn.sofifa.net/players/000/041/22_120.png,https://cdn.sofifa.net/teams/101146/60.png,https://cdn.sofifa.net/flags/jp.png,,https://cdn.sofifa.net/flags/es.png
138412,https://sofifa.com/player/138412/james-milner/220002,J. Milner,James Philip Milner,"CM, LB, RB",79,79,7000000,76000,35,1986-01-04,175,70,9,Liverpool,English Premier League,1,SUB,7,,2015-07-01,2022,14,England,,,,Right,4,3,2,Medium/High,Stocky (170-185),Yes,13000000,,"Leadership, Team Player",56,70,81,77,77,75,85,62,65,82,76,76,81,75,80,81,60,52,68,84,72,82,62,77,70,70,86,78,71,77,89,84,77,80,78,12,9,10,8,6,,71+2,71+2,71+2,74,74,74,74,74,75+2,75+2,75+2,75+2,79,79,79,75+2,78+1,80-1,80-1,80-1,78+1,76+2,76+2,76+2,76+2,76+2,17+2,https://cdn.sofifa.net/players/138/412/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
156616,https://sofifa.com/player/156616/franck-ribery/220002,F. Rib?ry,Franck Bilal Rib?ry,"CF, LW",79,79,6000000,41000,38,1983-04-07,170,72,110373,US Salernitana 1919,Italian Serie A,1,RS,7,,2021-09-06,2022,18,France,,,,Right,5,5,4,High/Low,Normal (170-),Yes,10800000,#Dribbler,"Injury Prone, Flair, Outside Foot Shot, Technical Dribbler (AI)",69,73,81,85,30,53,74,71,41,85,79,87,83,81,82,89,69,69,74,69,87,79,33,54,55,68,51,33,79,81,78,81,31,25,26,15,6,9,7,10,,72+3,72+3,72+3,79,78,78,78,79,80-1,80-1,80-1,78+1,75+3,75+3,75+3,78+1,57+3,57+3,57+3,57+3,57+3,51+3,42+3,42+3,42+3,51+3,16+3,https://cdn.sofifa.net/players/156/616/22_120.png,https://cdn.sofifa.net/teams/110373/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/fr.png
158121,https://sofifa.com/player/158121/benoit-costil/220002,B. Costil,Beno?t Costil,GK,79,79,5500000,24000,33,1987-07-03,187,82,59,FC Girondins de Bordeaux,French Ligue 1,1,GK,1,,2017-06-19,2022,18,France,,,,Right,3,1,2,Medium/Medium,Normal (185+),No,11000000,,"Solid Player, Team Player",,,,,,,11,14,15,35,12,13,12,11,33,12,47,51,38,76,45,58,49,28,65,15,22,22,12,48,15,58,16,11,14,78,77,77,78,80,49,30+2,30+2,30+2,27,29,29,29,27,30+2,30+2,30+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,26+2,26+2,26+2,26+2,78+1,https://cdn.sofifa.net/players/158/121/22_120.png,https://cdn.sofifa.net/teams/59/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png
159145,https://sofifa.com/player/159145/bafetimbi-gomis/220002,B. Gomis,Baf?timbi Fredius Gomis,ST,79,79,7500000,38000,35,1985-08-06,186,86,605,Al Hilal,Saudi Abdul L. Jameel League,1,LS,18,,2018-08-23,2022,18,France,,,,Right,4,3,3,High/Low,Normal (170-185),Yes,12800000,,"Solid Player, Leadership, Power Header",60,81,68,72,36,74,64,82,84,75,83,72,61,62,54,80,55,64,52,80,47,84,76,75,83,72,52,38,82,73,83,81,22,32,35,14,11,9,9,13,,79,79,79,73,76,76,76,73,74+3,74+3,74+3,72+3,69+3,69+3,69+3,72+3,57+3,56+3,56+3,56+3,57+3,54+3,52+3,52+3,52+3,54+3,19+3,https://cdn.sofifa.net/players/159/145/22_120.png,https://cdn.sofifa.net/teams/605/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/fr.png
162240,https://sofifa.com/player/162240/mousa-dembele/220002,M. Demb?l?,Mousa Sidi Yaya Demb?l?,"CM, CAM, CDM",79,79,11000000,21000,33,1987-07-16,185,85,112429,Guangzhou City,Chinese Super League,1,LCM,8,,2019-01-17,2021,7,Belgium,,,,Left,2,4,3,High/High,Normal (185+),Yes,17100000,#Dribbler,"Long Shot Taker (AI), Technical Dribbler (AI)",70,68,76,85,73,77,65,64,70,83,73,87,65,55,79,86,69,71,77,71,90,77,79,66,83,68,73,78,67,78,63,90,72,73,68,16,14,11,16,14,,73+3,73+3,73+3,75,76,76,76,75,78+1,78+1,78+1,76+3,78+1,78+1,78+1,76+3,73+3,77+2,77+2,77+2,73+3,73+3,75+3,75+3,75+3,73+3,21+3,https://cdn.sofifa.net/players/162/240/22_120.png,https://cdn.sofifa.net/teams/112429/60.png,https://cdn.sofifa.net/flags/cn.png,,https://cdn.sofifa.net/flags/be.png
170890,https://sofifa.com/player/170890/blaise-matuidi/220002,B. Matuidi,Blaise Matuidi,"CDM, CM",79,79,6000000,11000,34,1987-04-09,180,75,112893,Inter Miami CF,USA Major League Soccer,1,LDM,8,,2020-08-13,2021,18,France,,,,Left,2,2,3,Medium/High,Unique,Yes,9000000,,Solid Player,73,65,72,76,77,79,72,59,68,78,72,75,60,52,72,75,74,73,81,78,76,78,86,85,75,66,81,78,64,71,56,77,79,78,79,8,11,5,10,14,,70+3,70+3,70+3,72,72,72,72,72,73+3,73+3,73+3,73+3,74+3,74+3,74+3,73+3,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,18+3,https://cdn.sofifa.net/players/170/890/22_120.png,https://cdn.sofifa.net/teams/112893/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/fr.png
173221,https://sofifa.com/player/173221/antonio-candreva/220002,A. Candreva,Antonio Candreva,"RM, RWB",79,79,8000000,25000,34,1987-02-28,180,70,1837,U.C. Sampdoria,Italian Serie A,1,RM,87,,2021-07-01,2024,27,Italy,,,,Right,4,4,3,Medium/Medium,Normal (170-185),No,13600000,,"Power Free-Kick, Long Shot Taker (AI), Technical Dribbler (AI)",72,78,79,80,61,62,79,73,55,81,79,80,77,71,80,82,75,69,79,75,80,87,36,81,54,82,66,67,79,77,69,73,61,63,53,10,4,14,4,14,,75+3,75+3,75+3,78,78,78,78,78,79,79,79,78+1,78+1,78+1,78+1,78+1,72+3,71+3,71+3,71+3,72+3,69+3,62+3,62+3,62+3,69+3,16+3,https://cdn.sofifa.net/players/173/221/22_120.png,https://cdn.sofifa.net/teams/1837/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
176550,https://sofifa.com/player/176550/david-ospina/220002,D. Ospina,David Ospina Ram?rez,GK,79,79,8500000,48000,32,1988-08-31,183,80,48,Napoli,Italian Serie A,1,GK,25,,2019-07-04,2022,56,Colombia,,,,Right,3,1,2,Medium/Medium,Normal (170-185),Yes,14500000,,Leadership,,,,,,,11,10,15,36,12,12,10,13,32,32,34,34,44,73,50,58,75,29,38,12,20,25,16,50,26,57,11,13,12,82,72,77,77,84,34,28+2,28+2,28+2,27,31,31,31,27,32+2,32+2,32+2,29+2,33+2,33+2,33+2,29+2,26+2,29+2,29+2,29+2,26+2,26+2,25+2,25+2,25+2,26+2,78+1,https://cdn.sofifa.net/players/176/550/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/co.png
176635,https://sofifa.com/player/176635/mesut-ozil/220002,M. ?zil,Mesut ?zil,"CAM, RW",79,79,14000000,55000,32,1988-10-15,180,71,326,Fenerbah?e SK,Turkish S?per Lig,1,RF,10,,2021-01-24,2024,21,Germany,,,,Left,2,4,4,Medium/Low,Unique,Yes,26600000,#Playmaker?,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Chip Shot (AI)",62,68,85,79,24,48,81,67,51,88,77,79,84,75,81,82,66,59,74,77,70,70,40,50,50,64,44,24,80,88,67,83,24,16,19,6,14,10,6,14,,70+3,70+3,70+3,77,76,76,76,77,79,79,79,77+2,74+3,74+3,74+3,77+2,54+3,53+3,53+3,53+3,54+3,48+3,38+3,38+3,38+3,48+3,17+3,https://cdn.sofifa.net/players/176/635/22_120.png,https://cdn.sofifa.net/teams/326/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/de.png
176919,https://sofifa.com/player/176919/nahuel-guzman/220002,N. Guzm?n,Nahuel Ignacio Guzm?n,GK,79,79,1900000,26000,35,1986-02-10,193,94,1970,Tigres U.A.N.L.,Mexican Liga MX,1,GK,1,,2014-07-04,2022,52,Argentina,,,,Right,3,1,1,Medium/Medium,Normal (185+),Yes,3000000,,"GK Long Throw, Rushes Out Of Goal, Comes For Crosses",,,,,,,20,10,15,43,12,23,18,22,48,29,51,52,70,78,57,53,67,38,83,17,45,29,19,55,12,60,26,13,12,78,77,71,81,79,51,34+2,34+2,34+2,34,35,35,35,34,38+2,38+2,38+2,36+2,39+2,39+2,39+2,36+2,33+2,38+2,38+2,38+2,33+2,32+2,34+2,34+2,34+2,32+2,78+1,https://cdn.sofifa.net/players/176/919/22_120.png,https://cdn.sofifa.net/teams/1970/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/ar.png
178509,https://sofifa.com/player/178509/olivier-giroud/220002,O. Giroud,Olivier Giroud,ST,79,79,8500000,48000,34,1986-09-30,193,91,47,AC Milan,Italian Serie A,1,ST,9,,2021-07-17,2024,18,France,,,,Left,3,3,3,Medium/Medium,Normal (185+),Yes,14500000,"#Aerial Threat, #Strength","Flair, Outside Foot Shot, Team Player",39,80,70,71,42,77,64,82,90,75,82,69,70,65,58,81,34,43,54,81,53,84,82,54,88,66,76,42,82,77,90,79,37,37,20,12,15,11,6,5,,78+1,78+1,78+1,70,74,74,74,70,73+3,73+3,73+3,69+3,69+3,69+3,69+3,69+3,53+3,58+3,58+3,58+3,53+3,51+3,56+3,56+3,56+3,51+3,17+3,https://cdn.sofifa.net/players/178/509/22_120.png,https://cdn.sofifa.net/teams/47/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/fr.png
